SDS-Number,Product Name,Manufacturer,SDS-Number,LL Number,Chemical Component,CAS Number,% Context,Min %,Max %,Avg %,% Range,SARA 313 %
SDS-002664,Tg,F. Hoffmann-La Roche AG,SDS-002664,10134145,Disodium Hydrogenorthophosphate,7558-79-4,n/a,0.30%,0.30%,0.30%,0.30%,0.00%
SDS-002663,TG CalSet,F. Hoffmann-La Roche AG,SDS-002663,,"Human Serum /-Plasma / -Hemolysate, Lyophilized", ,n/a,90.00%,100.00%,95.00%,90-1005,0.00%
SDS-002663,TG CalSet,F. Hoffmann-La Roche AG,SDS-002663,,2-Methyl-2H-Isothiazol-3-One Hydrochloride,26172-54-3,n/a,0.10%,1.00%,0.55%,>/=0.1-<1%,0.00%
SDS-003050,Theophylline - R1 (B),F. Hoffmann-La Roche AG,SDS-003050,28810,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004882,Thimerosal,Sigma-Aldrich Corp.,SDS-004882,24356,Thimerosal,54-64-8,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-002906,ThinPrep Cytolyt Solution,"Hologic, Inc.",SDS-002906,"10125959, 10126139, 10125958",Water,7732-18-5,n/a,40.00%,70.00%,55.00%,40.00 - 70.00%,0.00%
SDS-002906,ThinPrep Cytolyt Solution,"Hologic, Inc.",SDS-002906,"10125959, 10126139, 10125958",Methanol,67-56-1,n/a,20.00%,50.00%,35.00%,20.00 - 50.00%,0.00%
SDS-002999,ThinPrep PreservCyt Solution,"Hologic, Inc.",SDS-002999,10092281,Methanol,67-56-1,n/a,35.00%,55.00%,45.00%,35 - 55%,0.00%
SDS-007500,THIOGLYCOLLATE BROTH USP,"Thermo Fisher Scientific, Inc.",SDS-007500,,Sodium Thioglycolate,367-51-1,n/a,1.65%,1.65%,1.65%,1.65%,0.00%
SDS-006253,Thioglycollate Medium w/o Indicator w/SPS,"BD (Becton, Dickinson & Co.)",SDS-006253,,Sodium Chloride,7647-14-5,n/a,8.32%,8.32%,8.32%,8.32%,0.00%
SDS-006253,Thioglycollate Medium w/o Indicator w/SPS,"BD (Becton, Dickinson & Co.)",SDS-006253,,Sodium Thioglycollate,367-51-1,n/a,1.66%,1.66%,1.66%,1.66%,0.00%
SDS-002614,Thioridazine solution,Sigma-Aldrich Corp.,SDS-002614,,Methanol,67-56-1,n/a,99.90%,99.90%,99.90%,99.90%,0.00%
SDS-002614,Thioridazine solution,Sigma-Aldrich Corp.,SDS-002614,,"Phenothiazine, 10-((1-methyl-2-piperidyl)ethyl)-2-(methylthio)-",50-52-2,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-001941,Thiourea,Sigma-Aldrich Corp.,SDS-001941,,Thiourea,62-56-6,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-001322,THROMBOPLASTIN,Instrumentation Laboratory Co.,SDS-001322,10115954,NA,NA,NA,NA,NA,NA,NA,NA
SDS-001943,Thymol Blue,"Thermo Fisher Scientific, Inc.",SDS-001943,,Thymol Blue,76-61-9,Pure Chemical,100.00%,100.00%,100.00%,100%,0.00%
SDS-004815,THYROGLOBULIN CALIBRATOR S0,"Beckman Coulter, Inc.",SDS-004815,,Ethoxylated alkyl alcohol,68439-49-6,n/a,0.10%,1.00%,0.55%,0.1 - 1%,0.00%
SDS-004815,THYROGLOBULIN CALIBRATOR S0,"Beckman Coulter, Inc.",SDS-004815,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-004815,THYROGLOBULIN CALIBRATOR S0,"Beckman Coulter, Inc.",SDS-004815,,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC# 247-500-7] and 2-methyl-4-isothiazolin-3-one [EC# 220-239-6](3:1),55965-84-9,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-004814,Thyroglobulin PMP (Compartment R1a),"Beckman Coulter, Inc.",SDS-004814,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-004814,Thyroglobulin PMP (Compartment R1a),"Beckman Coulter, Inc.",SDS-004814,,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC# 247-500-7] and 2-methyl-4-isothiazolin-3-one [EC# 220-239-6](3:1),55965-84-9,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-004816,THYROGLOBULIN SAMPLE DILUENT,"Beckman Coulter, Inc.",SDS-004816,,Ethoxylated alkyl alcohol,68439-49-6,n/a,0.10%,1.00%,0.55%,0.1 - 1%,0.00%
SDS-004816,THYROGLOBULIN SAMPLE DILUENT,"Beckman Coulter, Inc.",SDS-004816,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-004816,THYROGLOBULIN SAMPLE DILUENT,"Beckman Coulter, Inc.",SDS-004816,,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC# 247-500-7] and 2-methyl-4-isothiazolin-3-one [EC# 220-239-6](3:1),55965-84-9,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-008150,Tilex Soap Scum Remover & Disinfectant1 - Lemon Scent,Clorox Co.,SDS-008150,,Diethylene Glycol Mono Butyl Ether,112-34-5,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-008150,Tilex Soap Scum Remover & Disinfectant1 - Lemon Scent,Clorox Co.,SDS-008150,,Tetrapotassium Ethylenediamine Tetra Acetate (EDTA),5964-35-2,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-008150,Tilex Soap Scum Remover & Disinfectant1 - Lemon Scent,Clorox Co.,SDS-008150,,"N-Alkyl(5% C12, 60% C14, 30% C16, 5% C18) Dimethyl Benzyl Ammonium Chloride",53516-76-0,n/a,0.10%,0.30%,0.20%,0.1 - 0.3%,0.00%
SDS-008150,Tilex Soap Scum Remover & Disinfectant1 - Lemon Scent,Clorox Co.,SDS-008150,,"N-Alkyl(68% C12, 32% C14) Dimethyl Ethylbenzyl Ammonium Chloride",85409-23-0,n/a,0.10%,0.30%,0.20%,0.1 - 0.3%,0.00%
SDS-009244,TIME MIST PREMIUM AIR FRESHENER – ALL FRAGRANCES & SIZES (30% VOC COMPLIANT),"Waterbury Co., Inc.",SDS-009244,,Acetone,67-64-1,n/a,35.00%,45.00%,40.00%,35 - 45%,0.00%
SDS-009244,TIME MIST PREMIUM AIR FRESHENER – ALL FRAGRANCES & SIZES (30% VOC COMPLIANT),"Waterbury Co., Inc.",SDS-009244,,Diethylene Glycol Monoethyl Ether,111-90-0,n/a,25.00%,35.00%,30.00%,25 - 35%,0.00%
SDS-009244,TIME MIST PREMIUM AIR FRESHENER – ALL FRAGRANCES & SIZES (30% VOC COMPLIANT),"Waterbury Co., Inc.",SDS-009244,,Propane,74-98-6,n/a,25.00%,35.00%,30.00%,25 - 35%,0.00%
SDS-009244,TIME MIST PREMIUM AIR FRESHENER – ALL FRAGRANCES & SIZES (30% VOC COMPLIANT),"Waterbury Co., Inc.",SDS-009244,,Perfume Oils-Supplier Trade Secret, ,n/a,5.00%,15.00%,10.00%,5 - 15%,0.00%
SDS-009244,TIME MIST PREMIUM AIR FRESHENER – ALL FRAGRANCES & SIZES (30% VOC COMPLIANT),"Waterbury Co., Inc.",SDS-009244,,C8-C9 Isoparaffinic Hydrocarbons,64742-48-9,Less Than (Max),0.00%,5.00%,2.50%,<5%,0.00%
SDS-004843,Tin(II) chloride,Sigma-Aldrich Corp.,SDS-004843,,Tin Dichloride,7772-99-8,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-006254,Tinsdale Base,"BD (Becton, Dickinson & Co.)",SDS-006254,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-006255,Tinsdale Enrichment,"Dalynn Biologicals, Inc.",SDS-006255,,Sodium Thiosulfate,7772-98-7,Less Than (Max),0.00%,0.10%,0.05%,< 0.1%,0.00%
SDS-006255,Tinsdale Enrichment,"Dalynn Biologicals, Inc.",SDS-006255,,Potassium Tellurite,7790-58-1,Less Than (Max),0.00%,0.10%,0.05%,< 0.1%,0.00%
SDS-002959,"Tissue Prep., Paraffin Beads","Thermo Fisher Scientific, Inc.",SDS-002959,51208,Paraffin Waxes (Petroleum) Clay-Treated,64742-43-4,n/a,94.00%,96.00%,95.00%,94-96%,0.00%
SDS-002959,"Tissue Prep., Paraffin Beads","Thermo Fisher Scientific, Inc.",SDS-002959,51208,Paraffin Waxes and Hydrocarbon Waxes,8002-74-2,n/a,4.00%,6.00%,5.00%,4-6%,0.00%
SDS-004866,Titanium(III) sulfate solution,Sigma-Aldrich Corp.,SDS-004866,,Sulfuric Acid ,7664-93-9,n/a,55.00%,55.00%,55.00%,55.00%,0.00%
SDS-004866,Titanium(III) sulfate solution,Sigma-Aldrich Corp.,SDS-004866,,Titanium(III) Sulfate,19495-80-8,n/a,45.00%,45.00%,45.00%,45.00%,0.00%
SDS-004835,Titanium(IV) oxide,Sigma-Aldrich Corp.,SDS-004835,,Titanium Dioxide,13463-67-7,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-007482,TMB PLUS Substrate,Kem-En-Tec Diagnostics A/S,SDS-007482,,Water,7732-18-5,Greater Than (Min),95.00%,100.00%,97.50%,>95%,0.00%
SDS-007482,TMB PLUS Substrate,Kem-En-Tec Diagnostics A/S,SDS-007482,,Citric Acid Monohydrate,5949-29-1,Less Than (Max),0.00%,5.00%,2.50%,<5%,0.00%
SDS-007482,TMB PLUS Substrate,Kem-En-Tec Diagnostics A/S,SDS-007482,,TMB,54827-17-7,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-009182,TMB Substrate Solution,Cambridge Nutritional Sciences Ltd.,SDS-009182,,"3,3’,5,5’-Tetramethylbenzidine",54827-17-7,Less Than (Max),0.00%,0.05%,0.03%,?0.05%,0.00%
SDS-009182,TMB Substrate Solution,Cambridge Nutritional Sciences Ltd.,SDS-009182,,Hydrogen Peroxide,7722-84-1,Less Than (Max),0.00%,0.02%,0.01%,?0.02%,0.00%
SDS-004573,"TN-350, TN-2000, TN-2005, TN-2025, TN-2050, TN-2075 Toner",Brother Industries Ltd.,SDS-004573,,Styrene Acrylate Copolymer,25767-47-9,n/a,80.00%,90.00%,85.00%,80-90%,0.00%
SDS-004573,"TN-350, TN-2000, TN-2005, TN-2025, TN-2050, TN-2075 Toner",Brother Industries Ltd.,SDS-004573,,Carbon Black (Bound),1333-86-4,n/a,5.00%,7.00%,6.00%,5-7%,0.00%
SDS-004573,"TN-350, TN-2000, TN-2005, TN-2025, TN-2050, TN-2075 Toner",Brother Industries Ltd.,SDS-004573,,Fatty Acid Ester, ,n/a,4.00%,6.00%,5.00%,4-6%,0.00%
SDS-004573,"TN-350, TN-2000, TN-2005, TN-2025, TN-2050, TN-2075 Toner",Brother Industries Ltd.,SDS-004573,,PMMA,9011-14-7,n/a,0.50%,1.50%,1.00%,0.5-1.5%,0.00%
SDS-004573,"TN-350, TN-2000, TN-2005, TN-2025, TN-2050, TN-2075 Toner",Brother Industries Ltd.,SDS-004573,,"Silicon Dioxide, Amorphous ",7631-86-9,Less Than (Max),0.00%,1.00%,0.50%,<1%,0.00%
SDS-004575,"TN-410, TN-420, TN-450, TN-2010, TN-2210, TN-2220, TN-2015, TN-2215, TN-2225, TN-2030,TN-2230 Toner",Brother Industries Ltd.,SDS-004575,,Polyester Resin, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-004575,"TN-410, TN-420, TN-450, TN-2010, TN-2210, TN-2220, TN-2015, TN-2215, TN-2225, TN-2030,TN-2230 Toner",Brother Industries Ltd.,SDS-004575,,"N,N-Diethyl-N-Methyl-2-(2-Methyl-1-Oxo-2- Propenyl)Oxyethanaminium Salt With 4-Methylbenzenesulfonic Acid (1:1) Polymer ",133350-42-2,n/a,5.00%,10.00%,7.50%,5-10%,0.00%
SDS-004575,"TN-410, TN-420, TN-450, TN-2010, TN-2210, TN-2220, TN-2015, TN-2215, TN-2225, TN-2030,TN-2230 Toner",Brother Industries Ltd.,SDS-004575,,Carbon Black (Bound),1333-86-4,n/a,2.50%,5.50%,4.00%,2.5-5.5%,0.00%
SDS-004575,"TN-410, TN-420, TN-450, TN-2010, TN-2210, TN-2220, TN-2015, TN-2215, TN-2225, TN-2030,TN-2230 Toner",Brother Industries Ltd.,SDS-004575,,"ROSIN, FUMARATED",65997-04-8,n/a,1.00%,2.50%,1.75%,1-2.5%,0.00%
SDS-001947,Tobramycin,F. Hoffmann-La Roche AG,SDS-001947,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-001947,Tobramycin - R1 (A / B),F. Hoffmann-La Roche AG,SDS-001947,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-006256,"Todd Hewitt Broth, Dehydrated","BD (Becton, Dickinson & Co.)",SDS-006256,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-002848,Toilet Duck Automatic - Blue,"S.C. Johnson & Son, Inc.",SDS-002848,,Sodium Dodecylbenzene Sulfonate,25155-30-0,n/a,30.00%,60.00%,45.00%,30.00 - 60.00%,0.00%
SDS-002848,Toilet Duck Automatic - Blue,"S.C. Johnson & Son, Inc.",SDS-002848,,Sodium Sulfate,7757-82-6,n/a,30.00%,60.00%,45.00%,30.00 - 60.00%,0.00%
SDS-002848,Toilet Duck Automatic - Blue,"S.C. Johnson & Son, Inc.",SDS-002848,,Sodium Borate,1330-43-4,n/a,10.00%,30.00%,20.00%,10.00 - 30.00%,0.00%
SDS-002848,Toilet Duck Automatic - Blue,"S.C. Johnson & Son, Inc.",SDS-002848,,Fragrance, ,n/a,5.00%,10.00%,7.50%,5.00 - 10.00%,0.00%
SDS-002848,Toilet Duck Automatic - Blue,"S.C. Johnson & Son, Inc.",SDS-002848,,"C.I. Acid Blue 9, Disodium Salt",3844-45-9,n/a,1.00%,5.00%,3.00%,1.00 - 5.00%,0.00%
SDS-005168,Toluidine Blue O,Sigma-Aldrich Corp.,SDS-005168,,Tolonium Chloride,92-31-9,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-006346,Toner Cartridge for Phaser 4600,Xerox Corp.,SDS-006346,,Polymer, ,n/a,75.00%,85.00%,80.00%,75 - 85%,0.00%
SDS-006346,Toner Cartridge for Phaser 4600,Xerox Corp.,SDS-006346,,Carbon Black,1333-86-4,n/a,1.00%,6.00%,3.50%,1 - 6%,0.00%
SDS-006346,Toner Cartridge for Phaser 4600,Xerox Corp.,SDS-006346,,Wax, ,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-006346,Toner Cartridge for Phaser 4600,Xerox Corp.,SDS-006346,,Additives, ,n/a,1.00%,3.00%,2.00%,1 - 3%,0.00%
SDS-006342,Toner Cartridge for Phaser 6600,Xerox Corp.,SDS-006342,,Polyester Resins, ,n/a,70.00%,90.00%,80.00%,70 - 90%,0.00%
SDS-006342,Toner Cartridge for Phaser 6600,Xerox Corp.,SDS-006342,,Pigments, ,n/a,1.00%,10.00%,5.50%,1 - 10%,0.00%
SDS-006342,Toner Cartridge for Phaser 6600,Xerox Corp.,SDS-006342,,Wax, ,n/a,1.00%,10.00%,5.50%,1 - 10%,0.00%
SDS-006342,Toner Cartridge for Phaser 6600,Xerox Corp.,SDS-006342,,Carbon Black,1333-86-4,n/a,1.00%,10.00%,5.50%,1 - 10%,0.00%
SDS-006342,Toner Cartridge for Phaser 6600,Xerox Corp.,SDS-006342,,Additives, ,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-006342,Toner Cartridge for Phaser 6600,Xerox Corp.,SDS-006342,,Titanium Dioxide,13463-67-7,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-006343,Toner for CopyCentre C2128,Xerox Corp.,SDS-006343,,Titanium Dioxide,13463-67-7,Greater Than (Min),1.00%,100.00%,50.50%,>1%,0.00%
SDS-006343,Toner for CopyCentre C2128,Xerox Corp.,SDS-006343,,Polymer,292629-36-8,n/a,60.00%,70.00%,65.00%,60 - 70%,0.00%
SDS-006343,Toner for CopyCentre C2128,Xerox Corp.,SDS-006343,,Ferrite,66402-68-4,n/a,15.00%,20.00%,17.50%,15 - 20%,0.00%
SDS-006343,Toner for CopyCentre C2128,Xerox Corp.,SDS-006343,,Pigments, ,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-006343,Toner for CopyCentre C2128,Xerox Corp.,SDS-006343,,Carbon Black,1333-86-4,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-006343,Toner for CopyCentre C2128,Xerox Corp.,SDS-006343,,Paraffin Wax,8002-74-2,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-006344,Toner for DocuColor 240,Xerox Corp.,SDS-006344,,Polymer,292629-36-8,Greater Than (Min),60.00%,100.00%,80.00%,>60%,0.00%
SDS-006344,Toner for DocuColor 240,Xerox Corp.,SDS-006344,,Paraffin Wax,8002-74-2,Greater Than (Min),5.00%,100.00%,52.50%,>5%,0.00%
SDS-006344,Toner for DocuColor 240,Xerox Corp.,SDS-006344,,Carbon Black,1333-86-4,Greater Than (Min),3.00%,100.00%,51.50%,>3%,0.00%
SDS-006344,Toner for DocuColor 240,Xerox Corp.,SDS-006344,,Ferrite,66402-68-4,Less Than (Max),0.00%,15.00%,7.50%,<15%,0.00%
SDS-006344,Toner for DocuColor 240,Xerox Corp.,SDS-006344,,Amorphous Silica,7631-86-9,n/a,1.00%,10.00%,5.50%,1 - 10%,0.00%
SDS-006344,Toner for DocuColor 240,Xerox Corp.,SDS-006344,,Cyan Pigment,147-14-8,n/a,0.00%,10.00%,5.00%,0 - 10%,0.00%
SDS-006344,Toner for DocuColor 240,Xerox Corp.,SDS-006344,,Yellow Pigment,6358-31-2,n/a,0.00%,10.00%,5.00%,0 - 10%,0.00%
SDS-006344,Toner for DocuColor 240,Xerox Corp.,SDS-006344,,Magenta Pigment,980-26-7,n/a,0.00%,10.00%,5.00%,0 - 10%,0.00%
SDS-006344,Toner for DocuColor 240,Xerox Corp.,SDS-006344,,Titanium Dioxide,13463-67-7,Less Than (Max),0.00%,1.00%,0.50%,<1%,0.00%
SDS-006339,"Toner for Phaser 3250, WorkCentre 3210, WorkCentre 3220",Xerox Corp.,SDS-006339,,Polyester Resin, ,n/a,85.00%,95.00%,90.00%,85-95%,0.00%
SDS-006339,"Toner for Phaser 3250, WorkCentre 3210, WorkCentre 3220",Xerox Corp.,SDS-006339,,Carbon Black,1333-86-4,n/a,3.00%,5.00%,4.00%,3-5%,0.00%
SDS-006339,"Toner for Phaser 3250, WorkCentre 3210, WorkCentre 3220",Xerox Corp.,SDS-006339,,Amorphous Silica,7631-86-9,Less Than (Max),0.00%,5.00%,2.50%,<5%,0.00%
SDS-006339,"Toner for Phaser 3250, WorkCentre 3210, WorkCentre 3220",Xerox Corp.,SDS-006339,,Paraffin Wax,8002-74-2,Less Than (Max),0.00%,3.00%,1.50%,<3%,0.00%
SDS-006339,"Toner for Phaser 3250, WorkCentre 3210, WorkCentre 3220",Xerox Corp.,SDS-006339,,Cyan Pigment,147-14-8,Less Than (Max),0.00%,1.00%,0.50%,<1%,0.00%
SDS-006338,Toner for Phaser 3300 MFP,Xerox Corp.,SDS-006338,,Polyester Resin, ,Greater Than (Min),80.00%,100.00%,90.00%,>80%,0.00%
SDS-006338,Toner for Phaser 3300 MFP,Xerox Corp.,SDS-006338,,Carbon Black,1333-86-4,Less Than (Max),0.00%,10.00%,5.00%,<10%,0.00%
SDS-006338,Toner for Phaser 3300 MFP,Xerox Corp.,SDS-006338,,Additives, ,Less Than (Max),0.00%,5.00%,2.50%,<5%,0.00%
SDS-009252,Toner for Phaser 3300 MFP,Xerox Corp.,SDS-009252,,Polyester Resin, ,Greater Than (Min),80.00%,100.00%,90.00%,>80%,0.00%
SDS-009252,Toner for Phaser 3300 MFP,Xerox Corp.,SDS-009252,,Carbon Black,1333-86-4,Less Than (Max),0.00%,10.00%,5.00%,<10%,0.00%
SDS-009252,Toner for Phaser 3300 MFP,Xerox Corp.,SDS-009252,,Additives, ,Less Than (Max),0.00%,5.00%,2.50%,<5%,0.00%
SDS-009892,"Toner for WorkCentre 3615, Phaser 3610, WorkCentre 3655X, WorkCentre 3655S",Xerox Corp.,SDS-009892,,Polyester Resin,117581-13-2,Less Than (Max),0.00%,80.00%,40.00%,<80.00%,0.00%
SDS-009892,"Toner for WorkCentre 3615, Phaser 3610, WorkCentre 3655X, WorkCentre 3655S",Xerox Corp.,SDS-009892,,Paraffin Wax,8002-74-2,Less Than (Max),0.00%,15.00%,7.50%,<15.00%,0.00%
SDS-009892,"Toner for WorkCentre 3615, Phaser 3610, WorkCentre 3655X, WorkCentre 3655S",Xerox Corp.,SDS-009892,,Carbon Black,1333-86-4,Less Than (Max),0.00%,10.00%,5.00%,<10.00%,0.00%
SDS-009892,"Toner for WorkCentre 3615, Phaser 3610, WorkCentre 3655X, WorkCentre 3655S",Xerox Corp.,SDS-009892,,Amorphous Silica,7631-86-9,Less Than (Max),0.00%,10.00%,5.00%,<10.00%,0.00%
SDS-009892,"Toner for WorkCentre 3615, Phaser 3610, WorkCentre 3655X, WorkCentre 3655S",Xerox Corp.,SDS-009892,,Titanium Dioxide,13463-67-7,Less Than (Max),0.00%,1.00%,0.50%,<1.00%,0.00%
SDS-004744,Total Bilirubin Blank R1,"Beckman Coulter, Inc.",SDS-004744,,Lithium Dodecyl Sulphate,2044-56-6,n/a,2.00%,5.00%,3.50%,2 - 5%,0.00%
SDS-004744,Total Bilirubin Blank R1,"Beckman Coulter, Inc.",SDS-004744,,Lithium Acetate,546-89-4,n/a,1.00%,2.00%,1.50%,1 - 2%,0.00%
SDS-004744,Total Bilirubin Blank R1,"Beckman Coulter, Inc.",SDS-004744,,Acetic Acid,64-19-7,n/a,0.10%,1.00%,0.55%,0.1 - 1%,0.00%
SDS-004819,TOTAL IgE CALIBRATOR S0,"Beckman Coulter, Inc.",SDS-004819,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-004819,TOTAL IgE CALIBRATOR S0,"Beckman Coulter, Inc.",SDS-004819,,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC# 247-500-7] and 2-methyl-4-isothiazolin-3-one [EC# 220-239-6](3:1),55965-84-9,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-004820,Total IgE Calibrator S0,"Beckman Coulter, Inc.",SDS-004820,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-004820,Total IgE Calibrator S0,"Beckman Coulter, Inc.",SDS-004820,,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC# 247-500-7] and 2-methyl-4-isothiazolin-3-one [EC# 220-239-6](3:1),55965-84-9,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-004821,Total IgE Magnetic Particles (Compartment R1a),"Beckman Coulter, Inc.",SDS-004821,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-004821,Total IgE Magnetic Particles (Compartment R1a),"Beckman Coulter, Inc.",SDS-004821,,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC# 247-500-7] and 2-methyl-4-isothiazolin-3-one [EC# 220-239-6](3:1),55965-84-9,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-004745,Total Protein R1,"Beckman Coulter, Inc.",SDS-004745,,Sodium Hydroxide,1310-73-2,n/a,1.00%,5.00%,3.00%,1 - 5%,0.00%
SDS-003042,total PSA - Beads,F. Hoffmann-La Roche AG,SDS-003042,10134143,Sucrose,57-50-1,n/a,1.00%,5.00%,3.00%,>=1-< 5%,0.00%
SDS-003093,"total PSA, Beads (MP)",F. Hoffmann-La Roche AG,SDS-003093,,Sucrose,57-50-1,n/a,1.00%,5.00%,3.00%,>=1 - <5%,0.00%
SDS-003043,total PSA CalSet II - Cal 1,F. Hoffmann-La Roche AG,SDS-003043,,2-Methyl-2H-Isothiazol-3-One Hydrochloride,26172-54-3,n/a,0.10%,1.00%,0.55%,>=0.1-<1%,0.00%
SDS-004823,Total T3 Calibrator S0,"Beckman Coulter, Inc.",SDS-004823,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-000989,ToxAmmonia Calibrator,Siemens AG,SDS-000989,10092324,NA,NA,NA,NA,NA,NA,NA,NA
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,"1,2-Dichloroethane", ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,2-Propanol, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,"Aluminum, Soluble Salts", ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Ethylene Dichloride, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Heptane, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Isopropyl Alcohol, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Methane , ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Methylene Chloride, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,n-Heptane, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Sodium Chloride,7647-14-5,n/a,30.00%,60.00%,45.00%,30-60%,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,"1, 2-Dichloroethane",107-06-2,n/a,10.00%,30.00%,20.00%,10-30%,30.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Heptane,142-82-5,n/a,10.00%,30.00%,20.00%,10-30%,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Dichloromethane,75-09-2,n/a,10.00%,30.00%,20.00%,10-30%,30.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Propan-2-Ol,67-63-0,n/a,5.00%,10.00%,7.50%,5-10%,10.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Sodium Hydrogencarbonate,144-55-8,n/a,1.00%,5.00%,3.00%,1-5%,0.00%
SDS-001952,Toxi-Tubes A,"Agilent Technologies, Inc.",SDS-001952,,Sodium Carbonate,497-19-8,n/a,1.00%,5.00%,3.00%,1-5%,0.00%
SDS-001953,Toxi-Tubes B,"Agilent Technologies, Inc.",SDS-001953,,Edetic Acid, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001953,Toxi-Tubes B,"Agilent Technologies, Inc.",SDS-001953,,Heptane, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
